PartNumber,PartDescription,active,ItemCost,ItemCurrencyCode,Length,Width,Height,DimensionUOM,Weight,WeightUOM,Quantity
05-0904-01,"OP PAS,DCM,1545nm,+50ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0905-01,"OP PAS,DCM,1545nm,+100ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0906-01,"OP PAS,DCM,1545nm,+150ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0907-01,"OP PAS,DCM,1545nm,+200ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0908-01,"OP PAS,DCM,1545nm,+250ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0909-01,"OP PAS,DCM,1545nm,+300ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0910-01,"OP PAS,DCM,1545nm,+350ps/nm,240mm SPOOL",TRUE,50,USD,,,,,,,0
05-0911-01,"OP PAS,FLTR,BP,1577-1605nm PASS,0.6dB,12",TRUE,177.8,USD,,,,,,,0
05-0913-01,"OP PAS,DCM,NEG,50PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0914-01,"OP PAS,DCM,NEG,100PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0915-01,"OP PAS,DCM,NEG,150PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0916-01,"OP PAS,DCM,NEG,200PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0917-01,"OP PAS,DCM,NEG,250PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0918-01,"OP PAS,DCM,NEG,300PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0919-01,"OP PAS,DCM,NEG,350PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0920-01,"OP PAS,DCM,NEG,450PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0921-01,"OP PAS,DCM,NEG,400PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0922-01,"OP PAS,DCM,NEG,500PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0923-01,"OP PAS,DCM,NEG,550PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0924-01,"OP PAS,DCM,NEG,600PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0925-01,"OP PAS,DCM,NEG,650PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0926-01,"OP PAS,DCM,NEG,700PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0927-01,"OP PAS,DCM,NEG,750PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0928-01,"OP PAS,DCM,NEG,800PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0929-01,"OP PAS,DCM,NEG,850PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0930-01,"OP PAS,DCM,NEG,900PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0931-01,"OP PAS,DCM,NEG,950PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0932-01,"OP PAS,DCM,NEG,1000PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0933-01,"OP PAS,DCM,NEG,1050PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0934-01,"OP PAS,DCM,NEG,1100PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0935-01,"OP PAS,DCM,NEG,1200PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0936-01,"OP PAS,DCM,NEG,1150PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0937-01,"OP PAS,DCM,NEG,1250PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0938-01,"OP PAS,DCM,NEG,1300PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0939-01,"OP PAS,DCM,NEG,1350PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0940-01,"OP PAS,DCM,NEG,1400PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0941-01,"OP PAS,DCM,NEG,1450PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0942-01,"OP PAS,DCM,NEG,1500PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0943-01,"OP PAS,DCM,NEG,1550PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0944-01,"OP PAS,DCM,NEG,1600PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0945-01,"OP PAS,DCM,NEG,1650PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0946-01,"OP PAS,DCM,NEG,1700PS/NM,L BAND,TWRS",TRUE,50,USD,,,,,,,0
05-0947-01,"OP PAS,FILTER,GF,1575-1595nm PASS,+/-0.4",TRUE,220,USD,,,,,,,0
05-0948-01,"OP PAS,WDM,AWG,1577.44-1593.37nm,20CHs,1",TRUE,4650,USD,,,,,,,0
05-0949-01,"OP PAS,WDM,AWG,1577.86-1593.79nm,20CHs,1",TRUE,4650,USD,,,,,,,0
05-0951-01,"OP PAS,DCM,1585nm,N,50ps/nm,SMF,240x39mm",TRUE,1680,USD,,,,,,,0
05-0952-01,"OP PAS,DCM,1585nm,N,100ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0953-01,"OP PAS,DCM,1585nm,N,150ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0954-01,"OP PAS,DCM,1585nm,N,200ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0955-01,"OP PAS,DCM,1585nm,N,250ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0956-01,"OP PAS,DCM,1585nm,N,300ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0957-01,"OP PAS,DCM,1585nm,N,350ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0958-01,"OP PAS,DCM,1585nm,N,400ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0959-01,"OP PAS,DCM,1585nm,N,450ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0960-01,"OP PAS,DCM,1585nm,N,500ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0961-01,"OP PAS,DCM,1585nm,N,550ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0962-01,"OP PAS,DCM,1585nm,N,600ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0963-01,"OP PAS,DCM,1585nm,N,700ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0964-01,"OP PAS,DCM,1585nm,N,650ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0965-01,"OP PAS,DCM,1585nm,N,750ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0966-01,"OP PAS,DCM,1585nm,N,800ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0967-01,"OP PAS,DCM,1585nm,N,850ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0968-01,"OP PAS,DCM,1585nm,N,900ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0969-01,"OP PAS,DCM,1585nm,N,950ps/nm,SMF,240x39m",TRUE,50,USD,,,,,,,0
05-0970-01,"OP PAS,DCM,1585nm,N,1000ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0971-01,"OP PAS,DCM,1585nm,N,1050ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0972-01,"OP PAS,DCM,1585nm,N,1100ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0973-01,"OP PAS,DCM,1585nm,N,1150ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0974-01,"OP PAS,DCM,1585nm,N,1200ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0975-01,"OP PAS,DCM,1585nm,N,1250ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0976-01,"OP PAS,DCM,1585nm,N,1300ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0977-01,"OP PAS,DCM,1585nm,N,1350ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0978-01,"OP PAS,DCM,1585nm,N,1400ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0979-01,"OP PAS,DCM,1585nm,N,1450ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0980-01,"OP PAS,DCM,1585nm,N,1500ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0981-01,"OP PAS,DCM,1585nm,N,1550ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0982-01,"OP PAS,DCM,1585nm,N,1600ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0983-01,"OP PAS,DCM,1585nm,N,1650ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0984-01,"OP PAS,DCM,1585nm,N,1700ps/nm,SMF,240x39",TRUE,50,USD,,,,,,,0
05-0985-01,"OP PAS,DCM,1585nm,N,1200ps/nm,ELEAF,240x",TRUE,16230,USD,,,,,,,0
05-0986-01,"OP PAS,DCM,1585nm,N,1150ps/nm,ELEAF,240x",TRUE,15523,USD,,,,,,,0
05-0987-01,"OP PAS,DCM,1585nm,N,1100ps/nm,ELEAF,240x",TRUE,14836,USD,,,,,,,0
05-0988-01,"OP PAS,DCM,1585nm,N,1050ps/nm,ELEAF,240x",TRUE,14169,USD,,,,,,,0
05-0989-01,"OP PAS,DCM,1585nm,N,1000ps/nm,ELEAF,240x",TRUE,9797,USD,,,,,,,0
05-0990-01,"OP PAS,DCM,1585nm,N,950ps/nm,ELEAF,240x3",TRUE,8461,USD,,,,,,,0
05-0991-01,"OP PAS,DCM,1585nm,N,900ps/nm,ELEAF,240x3",TRUE,8440,USD,,,,,,,0
05-0992-01,"OP PAS,DCM,1585nm,N,850ps/nm,ELEAF,240x3",TRUE,8897,USD,,,,,,,0
05-0993-01,"OP PAS,DCM,1585nm,N,800ps/nm,ELEAF,240x3",TRUE,11134,USD,,,,,,,0
05-0994-01,"OP PAS,DCM,1585nm,N,750ps/nm,ELEAF,240x3",TRUE,7579,USD,,,,,,,0
05-0995-01,"OP PAS,DCM,1585nm,N,700ps/nm,ELEAF,240x3",TRUE,6478,USD,,,,,,,0
05-0996-01,"OP PAS,DCM,1585nm,N,650ps/nm,ELEAF,240x3",TRUE,6692,USD,,,,,,,0
05-0997-01,"OP PAS,DCM,1585nm,N,600ps/nm,ELEAF,240x3",TRUE,5685,USD,,,,,,,0
05-0998-01,"OP PAS,DCM,1585nm,N,550ps/nm,ELEAF,240x3",TRUE,5288,USD,,,,,,,0
05-0999-01,"OP PAS,DCM,1585nm,N,500ps/nm,ELEAF,240x3",TRUE,5935,USD,,,,,,,0
05-1000-01,"OP PAS,DCM,1585nm,N,450ps/nm,ELEAF,240x3",TRUE,4917,USD,,,,,,,0
05-1001-01,"OP PAS,DCM,1585nm,N,400ps/nm,ELEAF,240x3",TRUE,4474,USD,,,,,,,0
05-1002-01,"OP PAS,DCM,1585nm,N,350ps/nm,ELEAF,240x3",TRUE,4030,USD,,,,,,,0
05-1003-01,"OP PAS,DCM,1585nm,N,300ps/nm,ELEAF,240x3",TRUE,6566,USD,,,,,,,0
05-1004-01,"OP PAS,DCM,1585nm,N,250ps/nm,ELEAF,240x3",TRUE,3323,USD,,,,,,,0
05-1005-01,"OP PAS,DCM,1585nm,N,200ps/nm,ELEAF,240x3",TRUE,3104,USD,,,,,,,0
05-1006-01,"OP PAS,DCM,1585nm,N,150ps/nm,ELEAF,240x3",TRUE,2256,USD,,,,,,,0
05-1007-01,"OP PAS,DCM,1585nm,N,100ps/nm,ELEAF,240x3",TRUE,2082,USD,,,,,,,0
05-1008-01,"OP PAS,DCM,1585nm,N,50ps/nm,ELEAF,240x39",TRUE,1369,USD,,,,,,,0
05-1014-01,"OP PAS,DCM,1585nm,P,400ps/nm,E2000,240x3",TRUE,2154,USD,,,,,,,0
05-1015-01,"OP PAS,DCM,1585nm,P,350ps/nm,E2000,240x3",TRUE,2436,USD,,,,,,,0
05-1016-01,"OP PAS,DCM,1585nm,P,300ps/nm,E2000,240x3",TRUE,50,USD,,,,,,,0
05-1017-01,"OP PAS,DCM,1585nm,P,250ps/nm,E2000,240x3",TRUE,50,USD,,,,,,,0
05-1018-01,"OP PAS,DCM,1585nm,P,200ps/nm,E2000,240x3",TRUE,1380,USD,,,,,,,0
05-1019-01,"OP PAS,DCM,1585nm,P,150ps/nm,E2000,240x3",TRUE,1210,USD,,,,,,,0
05-1020-01,"OP PAS,DCM,1585nm,P,100ps/nm,E2000,240x3",TRUE,1101,USD,,,,,,,0
05-1021-01,"OP PAS,DCM,1585nm,P,50ps/nm,E2000,240x39",TRUE,50,USD,,,,,,,0
05-1023-01,"OP PAS,SPLTR,1x2,97.5/2.5,1590nm,0.3dB I",TRUE,12,USD,,,,,,,0
05-1024-02,"OP PAS,SPLTR,1x2,50/50,1550nm,3.4dB IL,N",TRUE,41,USD,,,,,,,0
05-1026-01,"OP PAS,COUPLER,1x2,98/2,1550nm,0.35dB IL",TRUE,36,USD,,,,,,,0
05-1044-01,"OP PAS,FILTER,GF,1575-1595nm PASS,+/- 0.",TRUE,750,USD,,,,,,,0
05-1045-01,"OP PAS,SWITCH,1x2,SM,LATCHING,5V,0.5dB I",TRUE,275,USD,,,,,,,0
05-1048-01,"OPTO,SPLTR,1x2,50/50,xxxxxnm,3.4dB IL,LC",TRUE,53.1,USD,,,,,,,0
05-1050-02,"OP PAS,WDM,MUX,1530.33-1560.61nm,32CHS,1",TRUE,9550,USD,,,,,,,0
05-1051-02,"OP PAS,WDM,DEMUX,1530.33-1560.61nm,32CHS",TRUE,9550,USD,,,,,,,0
05-1052-02,"OP PAS,OADM,8CHS,50GHz,Chs 55.5-59,w/VOA",TRUE,2642.2,USD,,,,,,,0
05-1053-02,"OP PAS,OADM,8CHS,50GHz,Chs 50.5-54,w/VOA",TRUE,2642.2,USD,,,,,,,0
05-1054-02,"OP PAS,OADM,8CHS,50GHz,Chs 45.5-49,w/VOA",TRUE,2642.2,USD,,,,,,,0
05-1055-02,"OP PAS,OADM,8CHS,50GHz,Chs 40.5-44,w/VOA",TRUE,2642.2,USD,,,,,,,0
05-1057-02,"OP PAS,OADM,8CHS,50GHz,Chs 30.5-34,w/VOA",TRUE,2642.2,USD,,,,,,,0
05-1058-02,"OP PAS,OADM,8CHS,50GHz,Chs 25.5-29,w/VOA",TRUE,2642.2,USD,,,,,,,0
05-1060-02,"OP PAS,OADM,8CHSx4 BANDS,50GHz,1530.33-1",TRUE,6284.8,USD,,,,,,,0
05-1061-02,"OP PAS,OADM,8CHSx4 BANDS,50GHz,1546.12-1",TRUE,6284.8,USD,,,,,,,0
05-1062-02,"OP PAS,OADM,4CHS,100GHz,Chs 56-59,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1063-02,"OP PAS,OADM,4CHS,100GHz,Chs 51-54,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1064-02,"OP PAS,OADM,4CHS,100GHz,Chs 46-49,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1065-02,"OP PAS,OADM,4CHS,100GHz,Chs 41-44,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1066-02,"OP PAS,OADM,4CHS,100GHz,Chs 36-39,w/VOAs",TRUE,5954.8,USD,,,,,,,0
05-1067-02,"OP PAS,OADM,4CHS,100GHz,Chs 31-34,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1068-02,"OP PAS,OADM,4CHS,100GHz,Chs 26-29,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1069-02,"OP PAS,OADM,4CHS,100GHz,Chs 21-24,w/VOAs",TRUE,5919.4,USD,,,,,,,0
05-1070-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 56-59,w",TRUE,4339.2,USD,,,,,,,0
05-1071-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 51-54,w",TRUE,4339.2,USD,,,,,,,0
05-1072-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 46-49,w",TRUE,4339.2,USD,,,,,,,0
05-1073-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 41-44,w",TRUE,4339.2,USD,,,,,,,0
05-1074-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 36-39,w",TRUE,4365,USD,,,,,,,0
05-1075-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 31-34,w",TRUE,4339.2,USD,,,,,,,0
05-1076-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 26-29,w",TRUE,4339.2,USD,,,,,,,0
05-1077-02,"OP PAS,MUX/DEMUX,4CHS,100GHz,Chs 21-24,w",TRUE,4339.2,USD,,,,,,,0
05-1078-02,"OP PAS,FLTR,OSC,1510nm,w/VOA,SWITCH & DE",TRUE,2170,USD,,,,,,,0
05-1079-02,"OP PAS,VOA,OSC,1510nm,w/DET,LC,130x100x1",TRUE,1095.5,USD,,,,,,,0
05-1080-02,"OP PAS,OADM,2CHS,100GHz,Chs 58-59,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1081-02,"OP PAS,OADM,1CH,100GHz,Ch 59,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1082-02,"OP PAS,OADM,1CH,100GHz,Ch 58,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1083-02,"OP PAS,OADM,1CH,100GHz,Ch 57,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1084-02,"OP PAS,OADM,1CH,100GHz,Ch 56,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1085-02,"OP PAS,OADM,1CH,100GHz,Ch 54,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1086-02,"OP PAS,OADM,1CH,100GHz,Ch 53,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1087-02,"OP PAS,OADM,1CH,100GHz,Ch 52,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1088-02,"OP PAS,OADM,1CH,100GHz,Ch 51,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1089-02,"OP PAS,OADM,1CH,100GHz,Ch 49,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1090-02,"OP PAS,OADM,1CH,100GHz,Ch 48,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1091-02,"OP PAS,OADM,1CH,100GHz,Ch 47,w/VOAs & DE",TRUE,2286.8,USD,,,,,,,0
05-1092-02,"OP PAS,OADM,1CH,100GHz,Ch 46,w/VOAs & DE",TRUE,2286.8,USD,,,,,,,0
05-1093-02,"OP PAS,OADM,1CH,100GHz,Ch 44,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1094-02,"OP PAS,OADM,1CH,100GHz,Ch 43,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1095-02,"OP PAS,OADM,1CH,100GHz,Ch 42,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1096-02,"OP PAS,OADM,1CH,100GHz,Ch 41,w/VOAs & DE",TRUE,2286.8,USD,,,,,,,0
05-1097-02,"OP PAS,OADM,1CH,100GHz,Ch 39,w/VOAs & DE",TRUE,2286.8,USD,,,,,,,0
05-1098-02,"OP PAS,OADM,1CH,100GHz,Ch 38,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1099-02,"OP PAS,OADM,1CH,100GHz,Ch 37,w/VOAs & DE",TRUE,2286.8,USD,,,,,,,0
05-1100-02,"OP PAS,OADM,1CH,100GHz,Ch 36,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1101-02,"OP PAS,OADM,1CH,100GHz,Ch 34,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1102-02,"OP PAS,OADM,1CH,100GHz,Ch 33,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1103-02,"OP PAS,OADM,1CH,100GHz,Ch 32,w/VOAs & DE",TRUE,2286.8,USD,,,,,,,0
05-1104-02,"OP PAS,OADM,1CH,100GHz,Ch 31,w/VOAs & DE",TRUE,2244.2,USD,,,,,,,0
05-1105-02,"OP PAS,OADM,1CH,100GHz,Ch 29,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1106-02,"OP PAS,OADM,1CH,100GHz,Ch 28,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1107-02,"OP PAS,OADM,1CH,100GHz,Ch 27,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1108-02,"OP PAS,OADM,2CHS,100GHz,Chs 56-57,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1109-02,"OP PAS,OADM,2CHS,100GHz,Chs 53-54,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1110-02,"OP PAS,OADM,2CHS,100GHz,Chs 51-52,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1111-02,"OP PAS,OADM,2CHS,100GHz,Chs 48-49,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1112-02,"OP PAS,OADM,2CHS,100GHz,Chs 46-47,w/VOAs",TRUE,3269.4,USD,,,,,,,0
05-1115-02,"OP PAS,OADM,2CHS,100GHz,Chs 38-39,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1116-02,"OP PAS,OADM,2CHS,100GHz,Chs 36-37,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1117-02,"OP PAS,OADM,2CHS,100GHz,Chs 33-34,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1118-02,"OP PAS,OADM,2CHS,100GHz,Chs 31-32,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1119-02,"OP PAS,OADM,2CHS,100GHz,Chs 28-29,w/VOAs",TRUE,3269.4,USD,,,,,,,0
05-1120-02,"OP PAS,OADM,2CHS,100GHz,Chs 26-27,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1121-02,"OP PAS,OADM,2CHS,100GHz,Chs 23-24,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1122-02,"OP PAS,OADM,2CHS,100GHz,Chs 21-22,w/VOAs",TRUE,3249.6,USD,,,,,,,0
05-1123-02,"OP PAS,OADM,1CH,100GHz,Ch 26,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1124-02,"OP PAS,OADM,1CH,100GHz,Ch 24,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1125-02,"OP PAS,OADM,1CH,100GHz,Ch 23,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1126-02,"OP PAS,OADM,1CH,100GHz,Ch 22,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1127-02,"OP PAS,OADM,1CH,100GHz,Ch 21,w/VOAs & DE",TRUE,2230.4,USD,,,,,,,0
05-1244-01,"OP PAS,OADM,32WSS,1530.33-1560.61nm,32CH",TRUE,8268,USD,,,,,,,0
05-1244-02,"OP PAS,OADM,32WSS,1530.33-1560.61nm,32CH",TRUE,8365,USD,,,,,,,0
05-1245-01,"OP PAS,DEMUX,1530.33-1560.61nm,32CHs,100",TRUE,3651,USD,,,,,,,0
05-1245-02,"OP PAS,DEMUX,1530.33-1560.61nm,32CHs,100",TRUE,3585,USD,,,,,,,0
05-1246-01,"OP PAS,OADM,4 CHs,20nm,1471-1531nm,LC,38",TRUE,522,USD,,,,,,,0
05-1247-01,"OP PAS,OADM,4 CHs,20nm,1551-1611nm,LC,38",TRUE,522,USD,,,,,,,0
05-1248-01,"OP PAS,OADM,1  CH,20nm,1471nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1249-01,"OP PAS,OADM,1  CH,20nm,1491nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1250-01,"OP PAS,OADM,1  CH,20nm,1511nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1251-01,"OP PAS,OADM,1  CH,20nm,1531nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1252-01,"OP PAS,OADM,1  CH,20nm,1551nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1253-01,"OP PAS,OADM,1  CH,20nm,1571nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1254-01,"OP PAS,OADM,1  CH,20nm,1591nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1255-01,"OP PAS,OADM,1  CH,20nm,1611nm,LC,38.48x2",TRUE,314,USD,,,,,,,0
05-1256-01,"OP PAS,OADM,8  CHs,20nm,1471-1611nm,LC,3",TRUE,1040.5,USD,,,,,,,0
05-1257-01,"OP PAS,WDM,1310/1550nm,1.2/0.8dB IL,LC,1",TRUE,84.8,USD,,,,,,,0
05-1258-01,"OP PAS,CIRC*****TEST",TRUE,50,USD,,,,,,,0
05-1259-01,"OP PAS,ATTENIT Testing Please ignore",TRUE,50,USD,,,,,,,0
05-1263-01,"OP PAS,FLTR,4-BAND,1530.33-1536.61/1538.",TRUE,874,USD,,,,,,,0
05-1265-01,"OP PAS,SWITCH,SWITCH,BYPASS,8 PORT,2-2X2",TRUE,375,USD,,,,,,,0
05-1266-01,"OP PAS,SWITCH,SWITCH,BYPASS,8 PORT,2-2X2",TRUE,1250,USD,,,,,,,0
05-1266-02,"OP PAS,SWITCH,SWITCH,BYPASS,8 PORT,2-2X2",TRUE,1250,USD,,,,,,,0
05-1267-01,"OP PAS,DCM,1545nm,-350ps/nm,LC,245.5x208",TRUE,3909,USD,,,,,,,0
05-1268-01,"OP PAS,DCM,1545nm,-200ps/nm,LC,245.5x208",TRUE,2578,USD,,,,,,,0
06-1000-01,"SPKR,2"",8 OHM,4 W MAX",TRUE,50,USD,,,,,,,0
06-1001-01,"SPKR,RECVR,PHONE HANDSET 31MM",TRUE,0.5,USD,,,,,,,0
06-1003-01,"PIEZOELEC ALRM, INT CKT,2P,RD,0.6S",TRUE,1.4,USD,,,,,,,0
06-1004-01,"SPKR,2.25"",16 OHM,1W MAX",TRUE,50,USD,,,,,,,0
06-1005-01,"AUDIO EQUIPMENT,PIEZOELEC,75dB @ 3V,1mA,",TRUE,0.27,USD,,,,,,,0
06-1006-01,"SPKR,2.25"",8 OHM,2W MAX",TRUE,0.52,USD,,,,,,,0
06-100607-02,"AUDIO,MIC,Analog Omnidir MEMS Mic Bottom Port,Temp -40 To 100C",TRUE,0,USD,,,,,,,0
06-100660-02,"AUDIO,MIC,MEMS, SMD,-40 to 85 C",TRUE,0,USD,,,,,,,0
06-100699-03,"AUDIO,MIC,Microphone assembly,-20 to 60 C",TRUE,0,USD,,,,,,,0
06-1007-01,"SPKR,2"",8 OHM,4 W MAX",TRUE,50,USD,,,,,,,0
06-100701-02,"AUDIO,SPKR,ENCLOSURE,VOLANTIS",TRUE,0,USD,,,,,,,0
06-100720-01,"AUDIO,SPKR,Darling 85 Speaker Box LH,70 to 0 C",TRUE,0,USD,,,,,,,0
06-100721-01,"AUDIO,SPKR,Darling 85 Speaker Box RH,70 to 0 C",TRUE,0,USD,,,,,,,0
06-100723-01,"AUDIO,SPKR,Darling 55-1.5 Speaker Box Assembly,70 to 0 C",TRUE,0,USD,,,,,,,0
06-100724-01,"AUDIO,SPKR,Darling 70-1.5 Speaker Box Assembly,70 to 0 C",TRUE,0,USD,,,,,,,0
